"","cty","STATE","FIPS","staTeabb","county","matchfield"
"2783","Emery","Utah","49015","UT","EMERY","EMERY UT"
"2784","Garfield","Utah","49017","UT","GARFIELD","GARFIELD UT"
"2785","Grand","Utah","49019","UT","GRAND","GRAND UT"
"2786","Iron","Utah","49021","UT","IRON","IRON UT"
"2787","Juab","Utah","49023","UT","JUAB","JUAB UT"
"2788","Kane","Utah","49025","UT","KANE","KANE UT"
"2789","Millard","Utah","49027","UT","MILLARD","MILLARD UT"
"2790","Morgan","Utah","49029","UT","MORGAN","MORGAN UT"
"2791","Piute","Utah","49031","UT","PIUTE","PIUTE UT"
"2792","Rich","Utah","49033","UT","RICH","RICH UT"
"2793","Salt Lake","Utah","49035","UT","SALT LAKE","SALT LAKE UT"
"2794","San Juan","Utah","49037","UT","SAN JUAN","SAN JUAN UT"
"2795","Sanpete","Utah","49039","UT","SANPETE","SANPETE UT"
"2796","Sevier","Utah","49041","UT","SEVIER","SEVIER UT"
"2797","Summit","Utah","49043","UT","SUMMIT","SUMMIT UT"
"2798","Tooele","Utah","49045","UT","TOOELE","TOOELE UT"
"2799","Uintah","Utah","49047","UT","UINTAH","UINTAH UT"
"2800","Utah","Utah","49049","UT","UTAH","UTAH UT"
"2801","Wasatch","Utah","49051","UT","WASATCH","WASATCH UT"
"2802","Washington","Utah","49053","UT","WASHINGTON","WASHINGTON UT"
"2803","Wayne","Utah","49055","UT","WAYNE","WAYNE UT"
"2804","Weber","Utah","49057","UT","WEBER","WEBER UT"
"2805","Addison","Vermont","50001","VT","ADDISON","ADDISON VT"
"2806","Bennington","Vermont","50003","VT","BENNINGTON","BENNINGTON VT"
"2807","Caledonia","Vermont","50005","VT","CALEDONIA","CALEDONIA VT"
"2808","Chittenden","Vermont","50007","VT","CHITTENDEN","CHITTENDEN VT"
"2809","Essex","Vermont","50009","VT","ESSEX","ESSEX VT"
"2810","Franklin","Vermont","50011","VT","FRANKLIN","FRANKLIN VT"
"2811","Grand Isle","Vermont","50013","VT","GRAND ISLE","GRAND ISLE VT"
"2812","Lamoille","Vermont","50015","VT","LAMOILLE","LAMOILLE VT"
"2813","Orange","Vermont","50017","VT","ORANGE","ORANGE VT"
"2814","Orleans","Vermont","50019","VT","ORLEANS","ORLEANS VT"
"2815","Rutland","Vermont","50021","VT","RUTLAND","RUTLAND VT"
"2816","Washington","Vermont","50023","VT","WASHINGTON","WASHINGTON VT"
"2817","Windham","Vermont","50025","VT","WINDHAM","WINDHAM VT"
"2818","Windsor","Vermont","50027","VT","WINDSOR","WINDSOR VT"
"2819","Accomack","Virginia","51001","VA","ACCOMACK","ACCOMACK VA"
"2820","Albemarle","Virginia","51003","VA","ALBEMARLE","ALBEMARLE VA"
"2821","Alleghany","Virginia","51005","VA","ALLEGHANY","ALLEGHANY VA"
"2822","Amelia","Virginia","51007","VA","AMELIA","AMELIA VA"
"2823","Amherst","Virginia","51009","VA","AMHERST","AMHERST VA"
"2824","Appomattox","Virginia","51011","VA","APPOMATTOX","APPOMATTOX VA"
"2825","Arlington","Virginia","51013","VA","ARLINGTON","ARLINGTON VA"
"2826","Augusta","Virginia","51015","VA","AUGUSTA","AUGUSTA VA"
"2827","Bath","Virginia","51017","VA","BATH","BATH VA"
"2828","Bedford","Virginia","51019","VA","BEDFORD","BEDFORD VA"
"2829","Bland","Virginia","51021","VA","BLAND","BLAND VA"
"2830","Botetourt","Virginia","51023","VA","BOTETOURT","BOTETOURT VA"
"2831","Brunswick","Virginia","51025","VA","BRUNSWICK","BRUNSWICK VA"
"2832","Buchanan","Virginia","51027","VA","BUCHANAN","BUCHANAN VA"
"2833","Buckingham","Virginia","51029","VA","BUCKINGHAM","BUCKINGHAM VA"
"2834","Campbell","Virginia","51031","VA","CAMPBELL","CAMPBELL VA"
"2835","Caroline","Virginia","51033","VA","CAROLINE","CAROLINE VA"
"2836","Carroll","Virginia","51035","VA","CARROLL","CARROLL VA"
"2837","Charles City","Virginia","51036","VA","CHARLES CITY","CHARLES CITY VA"
"2838","Charlotte","Virginia","51037","VA","CHARLOTTE","CHARLOTTE VA"
"2839","Chesterfield","Virginia","51041","VA","CHESTERFIELD","CHESTERFIELD VA"
"2840","Clarke","Virginia","51043","VA","CLARKE","CLARKE VA"
"2841","Craig","Virginia","51045","VA","CRAIG","CRAIG VA"
"2842","Culpeper","Virginia","51047","VA","CULPEPER","CULPEPER VA"
"2843","Cumberland","Virginia","51049","VA","CUMBERLAND","CUMBERLAND VA"
"2844","Dickenson","Virginia","51051","VA","DICKENSON","DICKENSON VA"
"2845","Dinwiddie","Virginia","51053","VA","DINWIDDIE","DINWIDDIE VA"
"2846","Essex","Virginia","51057","VA","ESSEX","ESSEX VA"
"2847","Fairfax","Virginia","51059","VA","FAIRFAX","FAIRFAX VA"
"2848","Fauquier","Virginia","51061","VA","FAUQUIER","FAUQUIER VA"
"2849","Floyd","Virginia","51063","VA","FLOYD","FLOYD VA"
"2850","Fluvanna","Virginia","51065","VA","FLUVANNA","FLUVANNA VA"
"2851","Franklin","Virginia","51067","VA","FRANKLIN","FRANKLIN VA"
"2852","Frederick","Virginia","51069","VA","FREDERICK","FREDERICK VA"
"2853","Giles","Virginia","51071","VA","GILES","GILES VA"
"2854","Gloucester","Virginia","51073","VA","GLOUCESTER","GLOUCESTER VA"
"2855","Goochland","Virginia","51075","VA","GOOCHLAND","GOOCHLAND VA"
"2856","Grayson","Virginia","51077","VA","GRAYSON","GRAYSON VA"
"2857","Greene","Virginia","51079","VA","GREENE","GREENE VA"
"2858","Greensville","Virginia","51081","VA","GREENSVILLE","GREENSVILLE VA"
"2859","Halifax","Virginia","51083","VA","HALIFAX","HALIFAX VA"
"2860","Hanover","Virginia","51085","VA","HANOVER","HANOVER VA"
"2861","Henrico","Virginia","51087","VA","HENRICO","HENRICO VA"
"2862","Henry","Virginia","51089","VA","HENRY","HENRY VA"
"2863","Highland","Virginia","51091","VA","HIGHLAND","HIGHLAND VA"
"2864","Isle of Wight","Virginia","51093","VA","ISLE OF WIGHT","ISLE OF WIGHT VA"
"2865","James City","Virginia","51095","VA","JAMES CITY","JAMES CITY VA"
"2866","King and Queen","Virginia","51097","VA","KING AND QUEEN","KING AND QUEEN VA"
"2867","King George","Virginia","51099","VA","KING GEORGE","KING GEORGE VA"
"2868","King William","Virginia","51101","VA","KING WILLIAM","KING WILLIAM VA"
"2869","Lancaster","Virginia","51103","VA","LANCASTER","LANCASTER VA"
"2870","Lee","Virginia","51105","VA","LEE","LEE VA"
"2871","Loudoun","Virginia","51107","VA","LOUDOUN","LOUDOUN VA"
"2872","Louisa","Virginia","51109","VA","LOUISA","LOUISA VA"
"2873","Lunenburg","Virginia","51111","VA","LUNENBURG","LUNENBURG VA"
"2874","Madison","Virginia","51113","VA","MADISON","MADISON VA"
"2875","Mathews","Virginia","51115","VA","MATHEWS","MATHEWS VA"
"2876","Mecklenburg","Virginia","51117","VA","MECKLENBURG","MECKLENBURG VA"
"2877","Middlesex","Virginia","51119","VA","MIDDLESEX","MIDDLESEX VA"
"2878","Montgomery","Virginia","51121","VA","MONTGOMERY","MONTGOMERY VA"
"2879","Nelson","Virginia","51125","VA","NELSON","NELSON VA"
"2880","New Kent","Virginia","51127","VA","NEW KENT","NEW KENT VA"
"2881","Northampton","Virginia","51131","VA","NORTHAMPTON","NORTHAMPTON VA"
"2882","Northumberland","Virginia","51133","VA","NORTHUMBERLAND","NORTHUMBERLAND VA"
"2883","Nottoway","Virginia","51135","VA","NOTTOWAY","NOTTOWAY VA"
"2884","Orange","Virginia","51137","VA","ORANGE","ORANGE VA"
"2885","Page","Virginia","51139","VA","PAGE","PAGE VA"
"2886","Patrick","Virginia","51141","VA","PATRICK","PATRICK VA"
"2887","Pittsylvania","Virginia","51143","VA","PITTSYLVANIA","PITTSYLVANIA VA"
"2888","Powhatan","Virginia","51145","VA","POWHATAN","POWHATAN VA"
"2889","Prince Edward","Virginia","51147","VA","PRINCE EDWARD","PRINCE EDWARD VA"
"2890","Prince George","Virginia","51149","VA","PRINCE GEORGE","PRINCE GEORGE VA"
"2891","Prince William","Virginia","51153","VA","PRINCE WILLIAM","PRINCE WILLIAM VA"
"2892","Pulaski","Virginia","51155","VA","PULASKI","PULASKI VA"
"2893","Rappahannock","Virginia","51157","VA","RAPPAHANNOCK","RAPPAHANNOCK VA"
"2894","Richmond","Virginia","51159","VA","RICHMOND","RICHMOND VA"
"2895","Roanoke","Virginia","51161","VA","ROANOKE","ROANOKE VA"
"2896","Rockbridge","Virginia","51163","VA","ROCKBRIDGE","ROCKBRIDGE VA"
"2897","Rockingham","Virginia","51165","VA","ROCKINGHAM","ROCKINGHAM VA"
"2898","Russell","Virginia","51167","VA","RUSSELL","RUSSELL VA"
"2899","Scott","Virginia","51169","VA","SCOTT","SCOTT VA"
"2900","Shenandoah","Virginia","51171","VA","SHENANDOAH","SHENANDOAH VA"
"2901","Smyth","Virginia","51173","VA","SMYTH","SMYTH VA"
"2902","Southampton","Virginia","51175","VA","SOUTHAMPTON","SOUTHAMPTON VA"
"2903","Spotsylvania","Virginia","51177","VA","SPOTSYLVANIA","SPOTSYLVANIA VA"
"2904","Stafford","Virginia","51179","VA","STAFFORD","STAFFORD VA"
"2905","Surry","Virginia","51181","VA","SURRY","SURRY VA"
"2906","Sussex","Virginia","51183","VA","SUSSEX","SUSSEX VA"
"2907","Tazewell","Virginia","51185","VA","TAZEWELL","TAZEWELL VA"
"2908","Warren","Virginia","51187","VA","WARREN","WARREN VA"
"2909","Washington","Virginia","51191","VA","WASHINGTON","WASHINGTON VA"
"2910","Westmoreland","Virginia","51193","VA","WESTMORELAND","WESTMORELAND VA"
"2911","Wise","Virginia","51195","VA","WISE","WISE VA"
"2912","Wythe","Virginia","51197","VA","WYTHE","WYTHE VA"
"2913","York","Virginia","51199","VA","YORK","YORK VA"
"2914","Alexandria","Virginia","51510","VA","ALEXANDRIA","ALEXANDRIA VA"
"2915","Bedford City","Virginia","51515","VA","BEDFORD CITY","BEDFORD CITY VA"
"2916","Bristol","Virginia","51520","VA","BRISTOL","BRISTOL VA"
"2917","Buena Vista","Virginia","51530","VA","BUENA VISTA","BUENA VISTA VA"
"2918","Charlottesville","Virginia","51540","VA","CHARLOTTESVILLE","CHARLOTTESVILLE VA"
"2919","Chesapeake","Virginia","51550","VA","CHESAPEAKE","CHESAPEAKE VA"
"2920","Colonial Heights","Virginia","51570","VA","COLONIAL HEIGHTS","COLONIAL HEIGHTS VA"
"2921","Covington","Virginia","51580","VA","COVINGTON","COVINGTON VA"
"2922","Danville","Virginia","51590","VA","DANVILLE","DANVILLE VA"
"2923","Emporia","Virginia","51595","VA","EMPORIA","EMPORIA VA"
"2924","Fairfax City","Virginia","51600","VA","FAIRFAX CITY","FAIRFAX CITY VA"
"2925","Falls Church","Virginia","51610","VA","FALLS CHURCH","FALLS CHURCH VA"
"2926","Franklin City","Virginia","51620","VA","FRANKLIN CITY","FRANKLIN CITY VA"
"2927","Fredericksburg","Virginia","51630","VA","FREDERICKSBURG","FREDERICKSBURG VA"
"2928","Galax","Virginia","51640","VA","GALAX","GALAX VA"
"2929","Hampton","Virginia","51650","VA","HAMPTON","HAMPTON VA"
"2930","Harrisonburg","Virginia","51660","VA","HARRISONBURG","HARRISONBURG VA"
"2931","Hopewell","Virginia","51670","VA","HOPEWELL","HOPEWELL VA"
"2932","Lexington","Virginia","51678","VA","LEXINGTON","LEXINGTON VA"
"2933","Lynchburg","Virginia","51680","VA","LYNCHBURG","LYNCHBURG VA"
"2934","Manassas","Virginia","51683","VA","MANASSAS","MANASSAS VA"
"2935","Manassas Park","Virginia","51685","VA","MANASSAS PARK","MANASSAS PARK VA"
"2936","Martinsville","Virginia","51690","VA","MARTINSVILLE","MARTINSVILLE VA"
"2937","Newport News","Virginia","51700","VA","NEWPORT NEWS","NEWPORT NEWS VA"
"2938","Norfolk","Virginia","51710","VA","NORFOLK","NORFOLK VA"
"2939","Norton","Virginia","51720","VA","NORTON","NORTON VA"
"2940","Petersburg","Virginia","51730","VA","PETERSBURG","PETERSBURG VA"
"2941","Poquoson","Virginia","51735","VA","POQUOSON","POQUOSON VA"
"2942","Portsmouth","Virginia","51740","VA","PORTSMOUTH","PORTSMOUTH VA"
"2943","Radford","Virginia","51750","VA","RADFORD","RADFORD VA"
"2944","Richmond City","Virginia","51760","VA","RICHMOND CITY","RICHMOND CITY VA"
"2945","Roanoke City","Virginia","51770","VA","ROANOKE CITY","ROANOKE CITY VA"
"2946","Salem","Virginia","51775","VA","SALEM","SALEM VA"
"2947","Staunton","Virginia","51790","VA","STAUNTON","STAUNTON VA"
"2948","Suffolk","Virginia","51800","VA","SUFFOLK","SUFFOLK VA"
"2949","Virginia Beach","Virginia","51810","VA","VIRGINIA BEACH","VIRGINIA BEACH VA"
"2950","Waynesboro","Virginia","51820","VA","WAYNESBORO","WAYNESBORO VA"
"2951","Williamsburg","Virginia","51830","VA","WILLIAMSBURG","WILLIAMSBURG VA"
"2952","Winchester","Virginia","51840","VA","WINCHESTER","WINCHESTER VA"
"2953","Adams","Washington","53001","WA","ADAMS","ADAMS WA"
"2954","Asotin","Washington","53003","WA","ASOTIN","ASOTIN WA"
"2955","Benton","Washington","53005","WA","BENTON","BENTON WA"
"2956","Chelan","Washington","53007","WA","CHELAN","CHELAN WA"
"2957","Clallam","Washington","53009","WA","CLALLAM","CLALLAM WA"
"2958","Clark","Washington","53011","WA","CLARK","CLARK WA"
"2959","Columbia","Washington","53013","WA","COLUMBIA","COLUMBIA WA"
"2960","Cowlitz","Washington","53015","WA","COWLITZ","COWLITZ WA"
"2961","Douglas","Washington","53017","WA","DOUGLAS","DOUGLAS WA"
"2962","Ferry","Washington","53019","WA","FERRY","FERRY WA"
"2963","Franklin","Washington","53021","WA","FRANKLIN","FRANKLIN WA"
"2964","Garfield","Washington","53023","WA","GARFIELD","GARFIELD WA"
"2965","Grant","Washington","53025","WA","GRANT","GRANT WA"
"2966","Grays Harbor","Washington","53027","WA","GRAYS HARBOR","GRAYS HARBOR WA"
"2967","Island","Washington","53029","WA","ISLAND","ISLAND WA"
"2968","Jefferson","Washington","53031","WA","JEFFERSON","JEFFERSON WA"
"2969","King","Washington","53033","WA","KING","KING WA"
"2970","Kitsap","Washington","53035","WA","KITSAP","KITSAP WA"
"2971","Kittitas","Washington","53037","WA","KITTITAS","KITTITAS WA"
"2972","Klickitat","Washington","53039","WA","KLICKITAT","KLICKITAT WA"
"2973","Lewis","Washington","53041","WA","LEWIS","LEWIS WA"
"2974","Lincoln","Washington","53043","WA","LINCOLN","LINCOLN WA"
"2975","Mason","Washington","53045","WA","MASON","MASON WA"
"2976","Okanogan","Washington","53047","WA","OKANOGAN","OKANOGAN WA"
"2977","Pacific","Washington","53049","WA","PACIFIC","PACIFIC WA"
"2978","Pend Oreille","Washington","53051","WA","PEND OREILLE","PEND OREILLE WA"
"2979","Pierce","Washington","53053","WA","PIERCE","PIERCE WA"
"2980","San Juan","Washington","53055","WA","SAN JUAN","SAN JUAN WA"
"2981","Skagit","Washington","53057","WA","SKAGIT","SKAGIT WA"
"2982","Skamania","Washington","53059","WA","SKAMANIA","SKAMANIA WA"
"2983","Snohomish","Washington","53061","WA","SNOHOMISH","SNOHOMISH WA"
"2984","Spokane","Washington","53063","WA","SPOKANE","SPOKANE WA"
"2985","Stevens","Washington","53065","WA","STEVENS","STEVENS WA"
"2986","Thurston","Washington","53067","WA","THURSTON","THURSTON WA"
"2987","Wahkiakum","Washington","53069","WA","WAHKIAKUM","WAHKIAKUM WA"
"2988","Walla Walla","Washington","53071","WA","WALLA WALLA","WALLA WALLA WA"
"2989","Whatcom","Washington","53073","WA","WHATCOM","WHATCOM WA"
"2990","Whitman","Washington","53075","WA","WHITMAN","WHITMAN WA"
"2991","Yakima","Washington","53077","WA","YAKIMA","YAKIMA WA"
"2992","Barbour","West Virginia","54001","WV","BARBOUR","BARBOUR WV"
"2993","Berkeley","West Virginia","54003","WV","BERKELEY","BERKELEY WV"
"2994","Boone","West Virginia","54005","WV","BOONE","BOONE WV"
"2995","Braxton","West Virginia","54007","WV","BRAXTON","BRAXTON WV"
"2996","Brooke","West Virginia","54009","WV","BROOKE","BROOKE WV"
"2997","Cabell","West Virginia","54011","WV","CABELL","CABELL WV"
"2998","Calhoun","West Virginia","54013","WV","CALHOUN","CALHOUN WV"
"2999","Clay","West Virginia","54015","WV","CLAY","CLAY WV"
"3000","Doddridge","West Virginia","54017","WV","DODDRIDGE","DODDRIDGE WV"
"3001","Fayette","West Virginia","54019","WV","FAYETTE","FAYETTE WV"
"3002","Gilmer","West Virginia","54021","WV","GILMER","GILMER WV"
"3003","Grant","West Virginia","54023","WV","GRANT","GRANT WV"
"3004","Greenbrier","West Virginia","54025","WV","GREENBRIER","GREENBRIER WV"
"3005","Hampshire","West Virginia","54027","WV","HAMPSHIRE","HAMPSHIRE WV"
"3006","Hancock","West Virginia","54029","WV","HANCOCK","HANCOCK WV"
"3007","Hardy","West Virginia","54031","WV","HARDY","HARDY WV"
"3008","Harrison","West Virginia","54033","WV","HARRISON","HARRISON WV"
"3009","Jackson","West Virginia","54035","WV","JACKSON","JACKSON WV"
"3010","Jefferson","West Virginia","54037","WV","JEFFERSON","JEFFERSON WV"
"3011","Kanawha","West Virginia","54039","WV","KANAWHA","KANAWHA WV"
"3012","Lewis","West Virginia","54041","WV","LEWIS","LEWIS WV"
"3013","Lincoln","West Virginia","54043","WV","LINCOLN","LINCOLN WV"
"3014","Logan","West Virginia","54045","WV","LOGAN","LOGAN WV"
"3015","McDowell","West Virginia","54047","WV","MCDOWELL","MCDOWELL WV"
"3016","Marion","West Virginia","54049","WV","MARION","MARION WV"
"3017","Marshall","West Virginia","54051","WV","MARSHALL","MARSHALL WV"
"3018","Mason","West Virginia","54053","WV","MASON","MASON WV"
"3019","Mercer","West Virginia","54055","WV","MERCER","MERCER WV"
"3020","Mineral","West Virginia","54057","WV","MINERAL","MINERAL WV"
"3021","Mingo","West Virginia","54059","WV","MINGO","MINGO WV"
"3022","Monongalia","West Virginia","54061","WV","MONONGALIA","MONONGALIA WV"
"3023","Monroe","West Virginia","54063","WV","MONROE","MONROE WV"
"3024","Morgan","West Virginia","54065","WV","MORGAN","MORGAN WV"
"3025","Nicholas","West Virginia","54067","WV","NICHOLAS","NICHOLAS WV"
"3026","Ohio","West Virginia","54069","WV","OHIO","OHIO WV"
"3027","Pendleton","West Virginia","54071","WV","PENDLETON","PENDLETON WV"
"3028","Pleasants","West Virginia","54073","WV","PLEASANTS","PLEASANTS WV"
"3029","Pocahontas","West Virginia","54075","WV","POCAHONTAS","POCAHONTAS WV"
"3030","Preston","West Virginia","54077","WV","PRESTON","PRESTON WV"
"3031","Putnam","West Virginia","54079","WV","PUTNAM","PUTNAM WV"
"3032","Raleigh","West Virginia","54081","WV","RALEIGH","RALEIGH WV"
"3033","Randolph","West Virginia","54083","WV","RANDOLPH","RANDOLPH WV"
"3034","Ritchie","West Virginia","54085","WV","RITCHIE","RITCHIE WV"
"3035","Roane","West Virginia","54087","WV","ROANE","ROANE WV"
"3036","Summers","West Virginia","54089","WV","SUMMERS","SUMMERS WV"
"3037","Taylor","West Virginia","54091","WV","TAYLOR","TAYLOR WV"
"3038","Tucker","West Virginia","54093","WV","TUCKER","TUCKER WV"
"3039","Tyler","West Virginia","54095","WV","TYLER","TYLER WV"
"3040","Upshur","West Virginia","54097","WV","UPSHUR","UPSHUR WV"
"3041","Wayne","West Virginia","54099","WV","WAYNE","WAYNE WV"
"3042","Webster","West Virginia","54101","WV","WEBSTER","WEBSTER WV"
"3043","Wetzel","West Virginia","54103","WV","WETZEL","WETZEL WV"
"3044","Wirt","West Virginia","54105","WV","WIRT","WIRT WV"
"3045","Wood","West Virginia","54107","WV","WOOD","WOOD WV"
"3046","Wyoming","West Virginia","54109","WV","WYOMING","WYOMING WV"
"3047","Adams","Wisconsin","55001","WI","ADAMS","ADAMS WI"
"3048","Ashland","Wisconsin","55003","WI","ASHLAND","ASHLAND WI"
"3049","Barron","Wisconsin","55005","WI","BARRON","BARRON WI"
"3050","Bayfield","Wisconsin","55007","WI","BAYFIELD","BAYFIELD WI"
"3051","Brown","Wisconsin","55009","WI","BROWN","BROWN WI"
"3052","Buffalo","Wisconsin","55011","WI","BUFFALO","BUFFALO WI"
"3053","Burnett","Wisconsin","55013","WI","BURNETT","BURNETT WI"
"3054","Calumet","Wisconsin","55015","WI","CALUMET","CALUMET WI"
"3055","Chippewa","Wisconsin","55017","WI","CHIPPEWA","CHIPPEWA WI"
"3056","Clark","Wisconsin","55019","WI","CLARK","CLARK WI"
"3057","Columbia","Wisconsin","55021","WI","COLUMBIA","COLUMBIA WI"
"3058","Crawford","Wisconsin","55023","WI","CRAWFORD","CRAWFORD WI"
"3059","Dane","Wisconsin","55025","WI","DANE","DANE WI"
"3060","Dodge","Wisconsin","55027","WI","DODGE","DODGE WI"
"3061","Door","Wisconsin","55029","WI","DOOR","DOOR WI"
"3062","Douglas","Wisconsin","55031","WI","DOUGLAS","DOUGLAS WI"
"3063","Dunn","Wisconsin","55033","WI","DUNN","DUNN WI"
"3064","Eau Claire","Wisconsin","55035","WI","EAU CLAIRE","EAU CLAIRE WI"
"3065","Florence","Wisconsin","55037","WI","FLORENCE","FLORENCE WI"
"3066","Fond du Lac","Wisconsin","55039","WI","FOND DU LAC","FOND DU LAC WI"
"3067","Forest","Wisconsin","55041","WI","FOREST","FOREST WI"
"3068","Grant","Wisconsin","55043","WI","GRANT","GRANT WI"
"3069","Green","Wisconsin","55045","WI","GREEN","GREEN WI"
"3070","Green Lake","Wisconsin","55047","WI","GREEN LAKE","GREEN LAKE WI"
"3071","Iowa","Wisconsin","55049","WI","IOWA","IOWA WI"
"3072","Iron","Wisconsin","55051","WI","IRON","IRON WI"
"3073","Jackson","Wisconsin","55053","WI","JACKSON","JACKSON WI"
"3074","Jefferson","Wisconsin","55055","WI","JEFFERSON","JEFFERSON WI"
"3075","Juneau","Wisconsin","55057","WI","JUNEAU","JUNEAU WI"
"3076","Kenosha","Wisconsin","55059","WI","KENOSHA","KENOSHA WI"
"3077","Kewaunee","Wisconsin","55061","WI","KEWAUNEE","KEWAUNEE WI"
"3078","La Crosse","Wisconsin","55063","WI","LA CROSSE","LA CROSSE WI"
"3079","Lafayette","Wisconsin","55065","WI","LAFAYETTE","LAFAYETTE WI"
"3080","Langlade","Wisconsin","55067","WI","LANGLADE","LANGLADE WI"
"3081","Lincoln","Wisconsin","55069","WI","LINCOLN","LINCOLN WI"
"3082","Manitowoc","Wisconsin","55071","WI","MANITOWOC","MANITOWOC WI"
"3083","Marathon","Wisconsin","55073","WI","MARATHON","MARATHON WI"
"3084","Marinette","Wisconsin","55075","WI","MARINETTE","MARINETTE WI"
"3085","Marquette","Wisconsin","55077","WI","MARQUETTE","MARQUETTE WI"
"3086","Menominee","Wisconsin","55078","WI","MENOMINEE","MENOMINEE WI"
"3087","Milwaukee","Wisconsin","55079","WI","MILWAUKEE","MILWAUKEE WI"
"3088","Monroe","Wisconsin","55081","WI","MONROE","MONROE WI"
"3089","Oconto","Wisconsin","55083","WI","OCONTO","OCONTO WI"
"3090","Oneida","Wisconsin","55085","WI","ONEIDA","ONEIDA WI"
